"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"IN0876761","MEIJI","81.65","108"
"IN0263696","PUCCHO","121.39","249"
"IN0634556","POCKY","13.44","323"
"IN0371392","PUCCHO","162.34","333"
"IN0639922","POCKY","14.27","343"
"IN0589617","PUCCHO","195.0","400"
"IN0453140","POCKY","15.77","379"
"IN0582771","MEIJI","196.56","260"
"IN0080197","MEIJI","212.44","281"
"IN0593519","MEIJI","305.42","404"
"IN0431838","MEIJI","57.46","76"
"IN0867196","PUCCHO","87.26","179"
"IN0946301","PUCCHO","152.1","312"
"IN0938393","MEIJI","61.24","81"
"IN0497050","POCKY","17.31","416"
"IN0736364","PUCCHO","195.49","401"
"IN0208620","MEIJI","133.06","176"
"IN0684205","POCKY","19.97","480"
"IN0827878","MEIJI","185.98","246"
"IN0470198","PUCCHO","39.0","80"
"IN0432440","MEIJI","121.72","161"
"IN0780868","POCKY","20.51","493"
"IN0985097","PUCCHO","241.8","496"
"IN0960616","POCKY","12.85","309"
"IN0151482","MEIJI","74.84","99"
"IN0211660","POCKY","3.58","86"
"IN0876761","MEIJI","242.68","321"
"IN0724049","POCKY","9.03","217"
"IN0805040","POCKY","7.57","182"
"IN0141470","PUCCHO","201.34","413"
"IN0405413","POCKY","9.03","217"
"IN0615684","PUCCHO","143.81","295"
"IN0706387","PUCCHO","113.1","232"
"IN0651215","MEIJI","74.84","99"
"IN0114050","MEIJI","281.23","372"
"IN0429964","PUCCHO","185.25","380"
"IN0241721","POCKY","17.64","424"
"IN0125416","POCKY","7.82","188"
"IN0195943","MEIJI","318.28","421"
"IN0419970","PUCCHO","58.5","120"
"IN0035899","POCKY","8.15","196"
"IN0063622","MEIJI","333.4","441"
"IN0469032","MEIJI","236.63","313"
"IN0363567","MEIJI","38.56","51"
"IN0710211","MEIJI","230.58","305"
"IN0319463","POCKY","19.93","479"
"IN0361777","PUCCHO","195.49","401"
"IN0639324","POCKY","18.51","445"
"IN0419833","PUCCHO","206.21","423"
"IN0838575","MEIJI","67.28","89"
"IN0603301","MEIJI","286.52","379"
"IN0979450","POCKY","15.48","372"
"IN0685410","MEIJI","331.13","438"
"IN0199781","MEIJI","120.96","160"
"IN0540896","MEIJI","364.39","482"
"IN0983322","MEIJI","117.18","155"
"IN0103777","PUCCHO","180.38","370"
"IN0937599","POCKY","7.28","175"
"IN0720624","POCKY","3.16","76"
"IN0976576","PUCCHO","211.57","434"
"IN0198010","MEIJI","312.98","414"
"IN0008791","PUCCHO","53.62","110"
"IN0275691","PUCCHO","61.91","127"
"IN0870913","PUCCHO","26.32","54"
"IN0076885","MEIJI","226.8","300"
"IN0890314","POCKY","4.08","98"
"IN0752493","PUCCHO","40.46","83"
"IN0943646","POCKY","3.0","72"
"IN0451813","MEIJI","238.14","315"
"IN0079219","PUCCHO","203.78","418"
"IN0994832","POCKY","5.7","137"
"IN0117940","MEIJI","19.66","26"
"IN0261603","PUCCHO","208.16","427"
"IN0238093","POCKY","12.6","303"
"IN0745797","MEIJI","288.79","382"
"IN0356414","POCKY","12.94","311"
"IN0568060","PUCCHO","1.95","4"
"IN0704370","MEIJI","240.41","318"
"IN0889419","PUCCHO","151.12","310"
"IN0304219","POCKY","14.52","349"
"IN0826498","PUCCHO","107.74","221"
"IN0074233","POCKY","19.26","463"
"IN0403395","PUCCHO","121.39","249"
"IN0583613","MEIJI","192.78","255"
"IN0163654","PUCCHO","102.86","211"
"IN0447370","MEIJI","300.89","398"
"IN0552845","PUCCHO","135.04","277"
"IN0755814","MEIJI","54.43","72"
"IN0884336","PUCCHO","163.8","336"
"IN0735992","PUCCHO","133.57","274"
"IN0395494","MEIJI","313.74","415"
"IN0698979","PUCCHO","76.05","156"
"IN0193568","POCKY","19.43","467"
"IN0714578","PUCCHO","23.89","49"
"IN0935989","MEIJI","142.88","189"
"IN0424634","POCKY","5.66","136"
"IN0166123","MEIJI","164.81","218"
"IN0845884","PUCCHO","147.71","303"
"IN0831216","PUCCHO","3.41","7"
"IN0587884","MEIJI","204.12","270"
"IN0257927","MEIJI","257.04","340"
"IN0588865","POCKY","1.87","45"
"IN0109783","MEIJI","92.23","122"
"IN0870777","MEIJI","160.27","212"
"IN0936505","MEIJI","86.94","115"
"IN0514179","MEIJI","111.89","148"
"IN0350664","POCKY","7.57","182"
"IN0211313","PUCCHO","145.76","299"
"IN0805982","POCKY","17.39","418"
"IN0501076","PUCCHO","207.19","425"
"IN0086258","MEIJI","93.74","124"
"IN0125416","PUCCHO","155.51","319"
"IN0106035","PUCCHO","204.26","419"
"IN0617056","MEIJI","269.14","356"
"IN0103436","POCKY","17.76","427"
"IN0415816","PUCCHO","31.2","64"
"IN0083041","POCKY","3.37","81"
"IN0356586","PUCCHO","41.44","85"
"IN0633585","PUCCHO","204.26","419"
"IN0251245","MEIJI","86.94","115"
"IN0455702","PUCCHO","222.79","457"
"IN0270361","POCKY","20.84","501"
"IN0629367","POCKY","7.7","185"
"IN0210216","PUCCHO","148.69","305"
"IN0918683","PUCCHO","153.07","314"
"IN0246143","PUCCHO","145.28","298"
"IN0326150","MEIJI","61.99","82"
"IN0578057","POCKY","12.23","294"
"IN0816366","PUCCHO","39.0","80"
"IN0739329","POCKY","9.65","232"
"IN0783085","POCKY","20.76","499"
"IN0173887","MEIJI","129.28","171"
"IN0487101","POCKY","0.21","5"
"IN0289066","POCKY","8.94","215"
"IN0269013","PUCCHO","196.95","404"
"IN0190926","POCKY","13.31","320"
"IN0973611","POCKY","2.0","48"
"IN0569899","MEIJI","22.68","30"
"IN0565687","MEIJI","65.02","86"
"IN0356745","POCKY","14.93","359"
"IN0158118","POCKY","1.87","45"
"IN0643320","MEIJI","319.79","423"
"IN0582069","PUCCHO","36.07","74"
"IN0128692","MEIJI","354.56","469"
"IN0814981","POCKY","6.74","162"
"IN0910479","PUCCHO","116.51","239"
"IN0375543","POCKY","20.8","500"
"IN0204920","MEIJI","106.6","141"
"IN0413583","MEIJI","331.13","438"
"IN0778271","POCKY","8.24","198"
"IN0893255","PUCCHO","116.02","238"
"IN0844716","POCKY","19.09","459"
"IN0606784","MEIJI","309.96","410"
"IN0501076","PUCCHO","116.51","239"
"IN0788805","POCKY","14.89","358"
"IN0098290","PUCCHO","22.91","47"
"IN0776837","MEIJI","111.13","147"
"IN0656282","PUCCHO","224.74","461"
"IN0049325","POCKY","1.25","30"
"IN0121200","MEIJI","3.02","4"
"IN0976918","POCKY","4.24","102"
"IN0177501","POCKY","5.7","137"
"IN0354047","MEIJI","147.42","195"
"IN0657667","MEIJI","144.4","191"
"IN0140428","POCKY","10.69","257"
"IN0106052","POCKY","18.51","445"
"IN0092164","MEIJI","130.79","173"
"IN0123572","MEIJI","249.48","330"
"IN0152852","POCKY","14.19","341"
"IN0354053","POCKY","8.74","210"
"IN0260369","MEIJI","304.67","403"
"IN0166772","MEIJI","3.02","4"
"IN0736515","POCKY","15.77","379"
"IN0822785","PUCCHO","233.51","479"
"IN0976863","POCKY","9.03","217"
"IN0290098","PUCCHO","151.61","311"
"IN0669805","POCKY","6.28","151"
"IN0034492","PUCCHO","136.5","280"
"IN0662710","PUCCHO","167.7","344"
"IN0211596","MEIJI","39.31","52"
"IN0210669","POCKY","9.28","223"
"IN0905476","MEIJI","182.95","242"
"IN0718314","POCKY","7.7","185"
"IN0880052","POCKY","12.81","308"
"IN0527996","POCKY","9.32","224"
"IN0761693","PUCCHO","179.4","368"
"IN0744876","MEIJI","20.41","27"
"IN0523622","MEIJI","268.38","355"
"IN0936505","POCKY","11.69","281"
"IN0888083","PUCCHO","69.71","143"
"IN0999528","PUCCHO","149.66","307"
"IN0385920","MEIJI","27.22","36"
"IN0497575","PUCCHO","137.96","283"
"IN0759021","PUCCHO","117.49","241"
"IN0300700","PUCCHO","194.51","399"
"IN0349298","MEIJI","87.7","116"
"IN0756603","POCKY","18.6","447"
"IN0607209","MEIJI","286.52","379"
"IN0419634","POCKY","4.99","120"
"IN0908282","POCKY","16.89","406"
"IN0006175","PUCCHO","158.44","325"
"IN0051083","POCKY","6.41","154"
"IN0443573","MEIJI","37.04","49"
"IN0111589","PUCCHO","21.45","44"
"IN0813788","POCKY","0.25","6"
"IN0796616","POCKY","4.45","107"
"IN0910479","MEIJI","259.31","343"
"IN0005668","PUCCHO","74.59","153"
"IN0722818","PUCCHO","129.67","266"
"IN0252025","PUCCHO","187.69","385"
"IN0207967","MEIJI","316.76","419"
"IN0120906","PUCCHO","3.9","8"
"IN0568213","MEIJI","322.81","427"
"IN0941400","PUCCHO","191.1","392"
"IN0795394","POCKY","4.91","118"
"IN0806643","PUCCHO","201.34","413"
"IN0980698","POCKY","10.94","263"
"IN0924126","MEIJI","11.34","15"
"IN0578949","MEIJI","346.25","458"
"IN0844808","POCKY","19.97","480"
"IN0089852","MEIJI","111.89","148"
"IN0162537","PUCCHO","70.69","145"
"IN0491367","POCKY","12.65","304"
"IN0544282","MEIJI","101.3","134"
"IN0560891","PUCCHO","114.56","235"
"IN0576444","MEIJI","353.05","467"
"IN0338416","PUCCHO","111.15","228"
"IN0041803","MEIJI","81.65","108"
"IN0795394","MEIJI","41.58","55"
"IN0868850","MEIJI","306.18","405"
"IN0758116","MEIJI","123.23","163"
"IN0930841","POCKY","14.27","343"
"IN0329626","POCKY","6.24","150"
"IN0219897","POCKY","5.74","138"
"IN0971000","PUCCHO","150.64","309"
"IN0452454","MEIJI","124.74","165"
"IN0968191","MEIJI","114.16","151"
"IN0325661","POCKY","1.21","29"
"IN0020370","POCKY","15.93","383"
"IN0871853","POCKY","10.07","242"
"IN0272865","MEIJI","313.74","415"
"IN0752579","POCKY","7.32","176"
"IN0782284","MEIJI","241.16","319"
"IN0766760","MEIJI","77.87","103"
"IN0676114","MEIJI","177.66","235"
"IN0604020","POCKY","19.47","468"
"IN0112789","MEIJI","338.69","448"
"IN0669971","POCKY","13.15","316"
"IN0960990","PUCCHO","195.97","402"
"IN0574216","PUCCHO","0.49","1"
"IN0751968","POCKY","1.71","41"
"IN0491413","POCKY","15.97","384"
"IN0880052","MEIJI","352.3","466"
"IN0271098","POCKY","0.5","12"
"IN0172220","MEIJI","124.74","165"
"IN0180262","PUCCHO","48.75","100"
"IN0364875","POCKY","13.23","318"
"IN0511574","PUCCHO","211.57","434"
"IN0979441","POCKY","8.57","206"
"IN0517035","POCKY","14.19","341"
"IN0208609","POCKY","6.2","149"
"IN0349045","PUCCHO","5.36","11"
"IN0383310","PUCCHO","12.67","26"
"IN0806778","POCKY","20.22","486"
"IN0364026","MEIJI","375.73","497"
"IN0165804","POCKY","9.82","236"
"IN0994832","MEIJI","287.28","380"
"IN0880069","POCKY","11.56","278"
"IN0596618","MEIJI","8.32","11"
"IN0069194","PUCCHO","167.21","343"
"IN0268965","PUCCHO","219.38","450"
"IN0263303","POCKY","17.97","432"
"IN0593615","PUCCHO","64.84","133"
"IN0318566","MEIJI","171.61","227"
"IN0522830","MEIJI","96.77","128"
"IN0871853","MEIJI","36.29","48"
"IN0872841","POCKY","10.52","253"
"IN0296855","PUCCHO","7.31","15"
"IN0447370","MEIJI","126.25","167"
"IN0727147","MEIJI","254.77","337"
"IN0657245","POCKY","15.43","371"
"IN0459405","POCKY","10.61","255"
"IN0484590","PUCCHO","211.57","434"
"IN0171711","POCKY","3.41","82"
"IN0860123","POCKY","14.52","349"
"IN0604933","MEIJI","127.01","168"
"IN0965604","MEIJI","363.64","481"
"IN0576968","PUCCHO","18.52","38"
"IN0671733","MEIJI","219.24","290"
"IN0511700","MEIJI","96.01","127"
"IN0449368","PUCCHO","221.32","454"
"IN0395598","MEIJI","75.6","100"
"IN0896090","POCKY","15.06","362"
"IN0786660","MEIJI","105.08","139"
"IN0483624","POCKY","10.82","260"
"IN0504849","PUCCHO","97.01","199"
"IN0470025","POCKY","7.9","190"
"IN0484579","MEIJI","369.68","489"
"IN0710787","MEIJI","352.3","466"
"IN0700734","PUCCHO","106.76","219"
"IN0405128","POCKY","11.36","273"
"IN0551768","PUCCHO","19.01","39"
"IN0262698","MEIJI","190.51","252"
"IN0491175","POCKY","6.66","160"
"IN0268280","PUCCHO","72.15","148"
"IN0289333","POCKY","13.98","336"
"IN0161619","PUCCHO","162.82","334"
"IN0164118","POCKY","3.29","79"
"IN0899671","POCKY","5.62","135"
"IN0676777","POCKY","2.87","69"
"IN0944800","PUCCHO","39.0","80"
"IN0440217","PUCCHO","170.14","349"
"IN0485020","PUCCHO","238.88","490"
"IN0484435","PUCCHO","147.71","303"
"IN0860971","POCKY","7.86","189"
"IN0853172","MEIJI","133.06","176"
"IN0395022","MEIJI","43.09","57"
"IN0599286","MEIJI","97.52","129"
"IN0837164","POCKY","1.87","45"
"IN0678509","PUCCHO","96.04","197"
"IN0423720","PUCCHO","58.5","120"
"IN0567207","PUCCHO","232.54","477"
"IN0363592","POCKY","18.84","453"
"IN0775430","MEIJI","223.78","296"
"IN0261965","MEIJI","325.84","431"
"IN0692621","MEIJI","70.31","93"
"IN0270346","MEIJI","256.28","339"
"IN0433883","PUCCHO","233.51","479"
"IN0168496","PUCCHO","145.28","298"
"IN0724049","POCKY","2.5","60"
"IN0085118","PUCCHO","135.53","278"
"IN0685596","PUCCHO","24.86","51"
"IN0709109","PUCCHO","15.11","31"
"IN0959123","MEIJI","241.16","319"
"IN0903438","PUCCHO","219.86","451"
"IN0145506","POCKY","15.89","382"
"IN0214061","MEIJI","247.97","328"
"IN0347321","PUCCHO","170.14","349"
"IN0598418","MEIJI","19.66","26"
"IN0020531","PUCCHO","197.44","405"
"IN0528937","POCKY","7.32","176"
"IN0600758","PUCCHO","130.65","268"
"IN0253220","MEIJI","106.6","141"
"IN0955362","MEIJI","187.49","248"
"IN0783548","POCKY","3.41","82"
"IN0994801","POCKY","16.43","395"
"IN0403940","PUCCHO","106.27","218"
"IN0362936","POCKY","17.51","421"
"IN0329541","POCKY","19.72","474"
"IN0843017","MEIJI","285.77","378"
"IN0396638","POCKY","14.77","355"
"IN0993467","MEIJI","300.13","397"
"IN0241098","POCKY","1.08","26"
"IN0612726","MEIJI","172.37","228"
"IN0506496","POCKY","20.13","484"
"IN0416095","POCKY","1.54","37"
"IN0725249","PUCCHO","172.57","354"
"IN0288697","MEIJI","18.9","25"
"IN0051548","POCKY","2.29","55"
"IN0227004","MEIJI","13.61","18"
"IN0436927","PUCCHO","91.16","187"
"IN0100036","MEIJI","99.79","132"
"IN0043435","PUCCHO","166.24","341"
"IN0451622","POCKY","19.8","476"
"IN0277302","PUCCHO","60.94","125"
"IN0969701","MEIJI","63.5","84"
"IN0633224","PUCCHO","124.8","256"
"IN0700318","POCKY","9.44","227"
"IN0299859","MEIJI","66.53","88"
"IN0156282","MEIJI","371.95","492"
"IN0153615","PUCCHO","27.3","56"
"IN0263531","MEIJI","365.15","483"
"IN0581682","PUCCHO","111.15","228"
"IN0154847","MEIJI","320.54","424"
"IN0511815","POCKY","3.16","76"
"IN0803688","POCKY","4.08","98"
"IN0655231","POCKY","17.56","422"
"IN0011183","PUCCHO","29.74","61"
"IN0100102","MEIJI","82.4","109"
"IN0773768","PUCCHO","107.74","221"
"IN0556394","MEIJI","260.06","344"
"IN0554662","MEIJI","61.99","82"
"IN0924440","MEIJI","197.32","261"
"IN0380276","MEIJI","22.68","30"
"IN0364313","PUCCHO","186.71","383"
"IN0911495","MEIJI","303.16","401"
"IN0335507","MEIJI","106.6","141"
"IN0847566","PUCCHO","164.29","337"
"IN0921284","MEIJI","67.28","89"
"IN0299859","POCKY","19.88","478"
"IN0565687","MEIJI","193.54","256"
"IN0785996","PUCCHO","132.11","271"
"IN0251907","MEIJI","337.18","446"
"IN0449385","PUCCHO","180.38","370"
"IN0491987","PUCCHO","1.95","4"
"IN0911942","POCKY","2.2","53"
"IN0507379","PUCCHO","198.41","407"
"IN0218358","POCKY","14.14","340"
"IN0508387","MEIJI","319.79","423"
"IN0933554","POCKY","11.73","282"
"IN0018127","POCKY","7.49","180"
"IN0220869","POCKY","12.9","310"
"IN0941915","PUCCHO","120.9","248"
"IN0200279","POCKY","7.2","173"
"IN0684755","POCKY","14.93","359"
"IN0903209","MEIJI","117.18","155"
"IN0302555","POCKY","12.02","289"
"IN0284266","POCKY","2.16","52"
"IN0795386","PUCCHO","30.71","63"
"IN0076541","POCKY","13.06","314"
"IN0068168","MEIJI","101.3","134"
"IN0087613","MEIJI","154.98","205"
"IN0503006","POCKY","12.73","306"
"IN0995888","POCKY","15.77","379"
"IN0359236","PUCCHO","243.75","500"
"IN0264536","POCKY","15.89","382"
"IN0862483","PUCCHO","29.25","60"
"IN0135836","PUCCHO","221.81","455"
"IN0143221","PUCCHO","233.51","479"
"IN0527431","MEIJI","294.08","389"
"IN0134191","POCKY","15.35","369"
"IN0773930","POCKY","3.91","94"
"IN0595124","PUCCHO","100.42","206"
"IN0029820","PUCCHO","117.49","241"
"IN0345867","PUCCHO","192.56","395"
"IN0420119","POCKY","18.76","451"
"IN0355664","PUCCHO","87.75","180"
"IN0008527","MEIJI","268.38","355"
"IN0625051","MEIJI","71.06","94"
"IN0223815","MEIJI","362.88","480"
"IN0866966","MEIJI","49.14","65"
"IN0686053","POCKY","11.48","276"
"IN0458023","PUCCHO","153.56","315"
"IN0851459","MEIJI","356.83","472"
"IN0405486","POCKY","9.28","223"
"IN0309152","MEIJI","322.81","427"
"IN0101530","MEIJI","296.35","392"
"IN0214249","PUCCHO","209.62","430"
"IN0481747","PUCCHO","31.69","65"
"IN0634278","PUCCHO","154.54","317"
"IN0699441","POCKY","16.6","399"
"IN0933766","MEIJI","321.3","425"
"IN0883510","MEIJI","88.45","117"
"IN0616713","POCKY","4.83","116"
"IN0803293","POCKY","18.76","451"
"IN0894222","POCKY","4.83","116"
"IN0544453","POCKY","15.52","373"
"IN0360944","PUCCHO","174.04","357"
"IN0081623","PUCCHO","41.44","85"
"IN0053672","POCKY","17.72","426"
"IN0782284","MEIJI","365.9","484"
"IN0135836","PUCCHO","219.86","451"
"IN0797270","PUCCHO","24.38","50"
"IN0566054","MEIJI","71.06","94"
"IN0581918","POCKY","6.03","145"
"IN0236616","PUCCHO","210.6","432"
"IN0822187","PUCCHO","130.16","267"
"IN0000854","MEIJI","177.66","235"
"IN0301389","POCKY","4.49","108"
"IN0757165","POCKY","18.39","442"
"IN0230436","POCKY","0.62","15"
"IN0625535","POCKY","13.35","321"
"IN0797727","MEIJI","231.34","306"
"IN0658431","MEIJI","68.8","91"
"IN0037083","PUCCHO","23.89","49"
"IN0707031","POCKY","0.75","18"
"IN0077189","MEIJI","86.94","115"
"IN0806336","POCKY","14.89","358"
"IN0015277","MEIJI","163.3","216"
"IN0318565","POCKY","12.81","308"
"IN0811167","PUCCHO","160.39","329"
"IN0002642","PUCCHO","236.44","485"
"IN0570480","PUCCHO","164.78","338"
"IN0157434","PUCCHO","113.1","232"
"IN0205177","PUCCHO","34.12","70"
"IN0933933","PUCCHO","198.9","408"
"IN0538318","MEIJI","203.36","269"
"IN0679098","MEIJI","364.39","482"
"IN0402348","PUCCHO","34.61","71"
"IN0939431","POCKY","2.83","68"
"IN0244106","POCKY","9.69","233"
"IN0863497","PUCCHO","63.38","130"
"IN0337916","PUCCHO","229.12","470"
"IN0884121","MEIJI","128.52","170"
"IN0676447","POCKY","13.15","316"
"IN0383241","PUCCHO","180.86","371"
"IN0277589","POCKY","10.9","262"
"IN0469025","PUCCHO","137.96","283"
"IN0713639","POCKY","15.23","366"
"IN0402240","MEIJI","365.9","484"
"IN0139610","PUCCHO","8.78","18"
"IN0832537","POCKY","4.74","114"
"IN0198211","POCKY","11.32","272"
"IN0151956","POCKY","10.86","261"
"IN0792908","MEIJI","204.88","271"
"IN0250602","POCKY","14.39","346"
"IN0967696","POCKY","13.73","330"
"IN0538309","POCKY","2.25","54"
"IN0760948","PUCCHO","180.86","371"
"IN0063024","MEIJI","360.61","477"
"IN0092791","PUCCHO","9.75","20"
"IN0840789","MEIJI","232.85","308"
"IN0069505","POCKY","17.8","428"
"IN0597669","PUCCHO","31.69","65"
"IN0177611","PUCCHO","119.44","245"
"IN0574001","POCKY","20.13","484"
"IN0821868","PUCCHO","122.85","252"
"IN0822751","PUCCHO","44.85","92"
"IN0395197","POCKY","4.66","112"
"IN0292629","POCKY","4.49","108"
"IN0749325","POCKY","5.49","132"
"IN0918526","POCKY","20.43","491"
"IN0271479","PUCCHO","16.09","33"
"IN0545591","MEIJI","243.43","322"
"IN0589915","PUCCHO","24.38","50"
"IN0758631","POCKY","18.72","450"
"IN0002628","PUCCHO","213.53","438"
"IN0797095","MEIJI","142.88","189"
"IN0312136","MEIJI","0.76","1"
"IN0971147","MEIJI","235.12","311"
"IN0250221","PUCCHO","19.5","40"
"IN0748245","PUCCHO","45.82","94"
"IN0631234","PUCCHO","28.27","58"
"IN0685095","POCKY","19.09","459"
"IN0364851","POCKY","6.61","159"
"IN0965757","PUCCHO","230.59","473"
"IN0634871","MEIJI","177.66","235"
"IN0036299","MEIJI","249.48","330"
"IN0677320","MEIJI","339.44","449"
"IN0653778","MEIJI","264.6","350"
"IN0809342","POCKY","4.74","114"
"IN0979428","POCKY","18.89","454"
"IN0003567","PUCCHO","1.46","3"
"IN0676201","MEIJI","237.38","314"
"IN0560891","MEIJI","50.65","67"
"IN0520652","PUCCHO","117.0","240"
"IN0846424","PUCCHO","139.42","286"
"IN0622860","MEIJI","59.72","79"
"IN0280162","POCKY","14.23","342"
"IN0910942","POCKY","13.02","313"
"IN0095056","PUCCHO","0.97","2"
"IN0303152","POCKY","15.18","365"
"IN0138959","POCKY","18.68","449"
"IN0995875","MEIJI","237.38","314"
"IN0684908","PUCCHO","59.96","123"
"IN0451032","MEIJI","122.47","162"
"IN0008858","MEIJI","239.65","317"
"IN0576777","POCKY","1.58","38"
"IN0797114","PUCCHO","151.61","311"
"IN0708432","PUCCHO","169.16","347"
"IN0770077","POCKY","15.27","367"
"IN0794980","POCKY","5.91","142"
"IN0595889","POCKY","18.93","455"
"IN0027764","PUCCHO","64.35","132"
"IN0513187","PUCCHO","25.84","53"
"IN0738429","POCKY","4.41","106"
"IN0143664","POCKY","19.47","468"
"IN0170976","MEIJI","120.2","159"
"IN0790652","MEIJI","139.1","184"
"IN0758151","MEIJI","18.9","25"
"IN0502890","MEIJI","313.74","415"
"IN0695668","MEIJI","189.0","250"
"IN0761183","PUCCHO","82.88","170"
"IN0401502","MEIJI","210.17","278"
"IN0606007","PUCCHO","1.95","4"
"IN0210251","PUCCHO","103.35","212"
"IN0256031","MEIJI","239.65","317"
"IN0819476","PUCCHO","134.06","275"
"IN0623738","POCKY","9.78","235"
"IN0421294","PUCCHO","0.49","1"
"IN0896062","PUCCHO","221.32","454"
"IN0553913","MEIJI","176.9","234"
"IN0853352","POCKY","13.4","322"
"IN0258891","PUCCHO","16.09","33"
"IN0237395","PUCCHO","77.02","158"
"IN0938393","MEIJI","82.4","109"
"IN0136573","MEIJI","351.54","465"
"IN0274157","POCKY","3.49","84"
"IN0921658","POCKY","5.78","139"
"IN0784376","POCKY","6.82","164"
"IN0122143","MEIJI","266.11","352"
"IN0895271","PUCCHO","234.49","481"
"IN0080197","MEIJI","212.44","281"
"IN0797958","MEIJI","282.74","374"
"IN0173040","POCKY","5.53","133"
"IN0764633","PUCCHO","2.44","5"
"IN0862908","MEIJI","362.12","479"
"IN0686147","POCKY","5.66","136"
"IN0669344","POCKY","4.58","110"
"IN0294728","PUCCHO","92.14","189"
"IN0198429","POCKY","9.73","234"
"IN0482019","MEIJI","241.16","319"
"IN0368849","POCKY","1.25","30"
"IN0751136","PUCCHO","232.05","476"
"IN0731378","POCKY","15.81","380"
"IN0964164","POCKY","14.68","353"
"IN0462249","PUCCHO","31.2","64"
"IN0883510","PUCCHO","19.99","41"
"IN0406125","PUCCHO","176.96","363"
"IN0083041","POCKY","11.48","276"
"IN0645455","PUCCHO","189.15","388"
"IN0625286","POCKY","11.77","283"
"IN0660393","PUCCHO","146.25","300"
"IN0326157","POCKY","11.77","283"
"IN0691005","POCKY","5.41","130"
"IN0904695","MEIJI","174.64","231"
"IN0771367","POCKY","19.8","476"
"IN0028333","MEIJI","319.03","422"
"IN0116753","POCKY","17.8","428"
"IN0994691","POCKY","10.23","246"
"IN0076204","POCKY","0.37","9"
"IN0685410","MEIJI","140.62","186"
"IN0662004","MEIJI","348.52","461"
"IN0222433","POCKY","7.57","182"
"IN0575315","PUCCHO","241.31","495"
"IN0007798","PUCCHO","100.91","207"
"IN0645195","POCKY","19.68","473"
"IN0368252","MEIJI","177.66","235"
